Variable Name,Defintion/ Cluster name,Type of Variable,Date announced,Date of last onset,Missing observations,Source,Dataset,State,District,Category,Status,New Cases,Total cases,Active cases,Tests,ICU admission,Deaths,Recovered
bayan,Bayan,Time-series (numeric),25/10/2020,22/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pulau Pinang, Kedah & Perak","Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan, Bandar Baharu,  Kubang Pasu, Kuala Muda, Kulim, Kota Setar, Kerian, Larut Matang & Selama ",workplace,ended,0,167,0,3468,0,0,167
bayan_cenderawasih,Bayan Cenderawasih,Time-series (numeric),19/4/2021,12/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Kedah, Perak, Johor","Kota Setar, Kulim, Kubang Pasu, Kuala Muda, Hilir Perak, Kota Tinggi",religious,active,0,212,0,854,0,2,210
bayan_lepas_innoplex,Bayan Lepas Innoplex,Time-series (numeric),18/5/2021,3/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Barat Daya, Seberang Perai Selatan, Seberang Perai Tengah, Seberang Perai Utara, Timur Laut ",workplace,active,0,23,0,53,0,0,23
bayu,Bayu,Time-series (numeric),28/10/2020,27/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru & Muar ,community,ended,0,8,0,146,0,0,8
bayu_tampoi,Bayu Tampoi,Time-series (numeric),30/1/2021,29/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru,workplace,ended,0,15,0,170,0,0,15
bdr_baru_kubang_kerian,Bandar Baru Kubang Kerian,Time-series (numeric),10/4/2021,27/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Tumpat, Kota Bharu, Bachok, Pasir Mas, Pasir Puteh",workplace,active,0,76,0,494,0,0,76
bechah_palas,Bechah Palas,Time-series (numeric),8/5/2021,3/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Pasir Mas,community,active,0,52,0,81,0,0,52
bedayan,Bedayan,Time-series (numeric),27/1/2021,31/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Serian & Samarahan,community,ended,0,17,0,1332,0,0,17
beg_berkunci,Beg Berkunci,Time-series (numeric),27/5/2021,4/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Selangor,workplace,active,0,16,0,55,0,0,16
begalak,Begalak,Time-series (numeric),14/3/2021,26/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Sibu, Song",community,ended,0,72,0,1048,0,0,72
belacon,Belacon,Time-series (numeric),6/4/2021,25/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Lahad Datu, Tawau",religious,ended,0,59,0,606,0,0,59
beladin,Beladin,Time-series (numeric),7/5/2021,27/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Pusa, Betong",religious,active,0,237,0,3994,0,0,237
belati,Belati,Time-series (numeric),3/1/2021,22/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Johor Bahru, Kota Tinggi, Kulai & Pontian",workplace,ended,0,73,0,305,0,0,73
belukar,Belukar,Time-series (numeric),2/1/2021,19/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Machang, Kota Bharu & Pasir Puteh",community,ended,0,33,0,309,0,1,32
benteng_ld,Benteng LD,Time-series (numeric),1/9/2020,15/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Lahad Datu, Tawau, Sandakan, Kinabatangan & Tuaran",import,ended,0,1146,0,16592,0,1,1145
benteng_pk,Benteng PK,Time-series (numeric),29/9/2020,18/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang & Kuala Langat,import,ended,0,80,0,469,0,0,80
benus,Benus,Time-series (numeric),13/5/2020,11/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Bentong,community,ended,0,5,0,780,0,0,5
bera,Ladang Bera,Time-series (numeric),31/5/2020,31/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Bera,workplace,ended,0,7,0,65,0,0,7
bercham_raya,Bercham Raya,Time-series (numeric),31/1/2021,4/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Kinta & Kuala Kangsar,highRisk,ended,0,24,0,33,0,0,24
berendam,Berendam,Time-series (numeric),8/11/2020,2/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka & Johor,"Melaka Tengah, Alor Gajah, Jasin & Tangkak",workplace,ended,0,44,0,3190,0,0,44
beringin,Beringin,Time-series (numeric),27/11/2020,2/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pulau Pinang, Perak & Kedah","Timur Laut, Barat Daya, Seberang Perai Selatan, Seberang Perai Tengah, Seberang Perai Utara, Kerian, Larut, Matang & Selama, Muallim, Kinta, Hilir Perak, Hulu Perak, Perak Tengah, Baling,  Kuala Muda, Kulim, Bandar Baharu, Kota Setar, Pendang, Yan, Sik, Kubang Pasu",workplace,ended,0,3593,0,20661,0,0,3593
bersepadu,Bersepadu,Time-series (numeric),6/1/2021,25/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kota Tinggi,workplace,ended,0,65,0,337,0,0,65
besi_cyber,Besi Cyber,Time-series (numeric),9/2/2021,8/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai,workplace,ended,0,28,0,136,0,0,28
besi_demak,Besi Demak,Time-series (numeric),18/11/2020,20/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,workplace,ended,0,12,0,378,0,0,12
bestari,Bestari,Time-series (numeric),13/10/2020,24/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah ,Sandakan ,community,ended,0,28,0,61,0,0,28
bestari_rantau,Bestari Rantau,Time-series (numeric),20/1/2021,22/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang,workplace,ended,0,19,0,81,0,0,19
biah_skim,Biah Skim,Time-series (numeric),15/4/2021,21/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Keningau, Papar",community,ended,0,16,0,177,0,0,16
bina,Bina,Time-series (numeric),13/10/2020,22/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah ,Beaufort & Sipitang,workplace,ended,0,25,0,83,0,0,25
bina_labuan,Bina Labuan,Time-series (numeric),21/10/2020,13/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Labuan,Labuan,workplace,ended,0,50,0,214,0,1,49
bintang,Bintang,Time-series (numeric),23/11/2020,5/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Kuala Lumpur, Selangor & Kedah","Lembah Pantai, Cheras, Kepong, Titiwangsa, Petaling, Hulu Langat & Kuala Muda",workplace,ended,0,608,0,1235,0,0,608
bintang_daily,Bintang Daily,Time-series (numeric),1/2/2021,11/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Meradong,workplace,ended,0,10,0,70,0,0,10
bintang_utama,Bintang Utama,Time-series (numeric),30/1/2021,6/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai,workplace,ended,0,38,0,141,0,0,38
bkt_gelugor,Bukit Gelugor,Time-series (numeric),20/1/2021,28/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan & Temerloh,community,ended,0,39,0,102,0,0,39
blok_31,Blok 31,Time-series (numeric),26/11/2020,1/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tawau,community,ended,0,23,0,37,0,0,23
blok_d_jln_pending,Blok D Jalan Pending,Time-series (numeric),7/5/2021,6/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Kuching, Bau, Sibu, Samarahan",workplace,active,0,54,0,579,0,0,54
bmu,BMU,Time-series (numeric),13/11/2020,12/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka,Jasin,highRisk,ended,0,10,0,263,0,0,10
bonggaya,Bonggaya,Time-series (numeric),13/11/2020,14/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Sandakan,community,ended,0,54,0,246,0,1,53
bot_biru,Bot Biru,Time-series (numeric),26/11/2020,30/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tawau,workplace,ended,0,20,0,144,0,0,20
brumas,Brumas,Time-series (numeric),19/12/2020,4/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kalabakan & Tawau,workplace,ended,0,47,0,461,0,1,46
buang_sayang,Buang Sayang,Time-series (numeric),27/9/2020,19/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Sabah, WP Kuala Lumpur & Negeri Sembilan","Sipitang, Pitas, Putatan, Titiwangsa, Seremban & Rembau",community,ended,0,17,0,415,0,0,17
bukit,Bukit,Time-series (numeric),19/10/2020,4/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka ,"Melaka Tengah, Alor Gajah & Jasin",highRisk,ended,0,17,0,631,0,0,17
bukit_angkasa,Bukit Angkasa,Time-series (numeric),11/2/2021,25/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Lembah Pantai,workplace,ended,0,104,0,164,0,0,104
bukit_angkat,Bukit Angkat,Time-series (numeric),5/1/2021,4/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Langat,workplace,ended,0,25,0,83,0,0,25
bukit_bakar,Bukit Bakar,Time-series (numeric),13/1/2021,15/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Machang,community,ended,0,20,0,154,0,0,20
bukit_batu_grisek,Bukit Batu Grisek,Time-series (numeric),30/1/2021,29/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Tangkak,workplace,ended,0,18,0,130,0,0,18
bukit_bayas,Bukit Bayas,Time-series (numeric),8/3/2021,14/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Terengganu, Johor, Selangor","Kuala Terengganu, Kuala Nerus, Marang, Hulu Terengganu, Setiu, Johor Bahru, Petaling",community,ended,0,53,0,1049,0,0,53
bukit_belimbing,Bukit Belimbing,Time-series (numeric),8/1/2021,4/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling & Klang,workplace,ended,0,40,0,912,0,0,40
bukit_besi,Tembok Bukit Besi,Time-series (numeric),26/1/2021,30/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu & Kelantan,"Dungun, Kota Bharu, Machang",detentionCentre,ended,0,448,0,2773,0,0,448
bukit_bintang,Bukit Bintang,Time-series (numeric),24/6/2020,15/6/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur & Selangor,Lembah Pantai & Gombak,community,ended,0,11,0,304,0,0,11
bukit_dalam,Bukit Dalam,Time-series (numeric),4/12/2020,3/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Lembah Pantai,community,ended,0,13,0,59,0,0,13
bukit_emas,Bukit Emas,Time-series (numeric),24/1/2021,5/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,"Seremban, Rembau, Jempol & Port Dickson",workplace,ended,0,88,0,521,0,0,88
bukit_gemok,Bukit Gemok,Time-series (numeric),12/12/2020,11/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tawau,workplace,ended,0,10,0,71,0,0,10
bukit_ilmu,Bukit Ilmu,Time-series (numeric),28/5/2021,1/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Bachok, Machang",education,active,0,23,0,171,0,0,23
bukit_marak,Bukit Marak,Time-series (numeric),1/3/2021,19/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Kota Bharu, Bachok",community,ended,0,109,0,497,0,0,109
bukit_minyak8,Bukit Minyak Lapan,Time-series (numeric),10/5/2021,31/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pulau Pinang, Perak, Kedah","Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan, Timur Laut, Barat Daya, Kerian, Kulim, Kuala Muda, Baling, Pendang, Bandar Baharu",workplace,active,0,209,0,389,0,0,209
bukit_naga,Bukit Naga,Time-series (numeric),22/12/2020,31/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang,workplace,ended,0,64,0,196,0,0,64
bukit_palah,Bukit Palah,Time-series (numeric),25/1/2021,6/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka & Negeri Sembilan,"Melaka Tengah, Jasin, Alor Gajah, Seremban & Jempol",highRisk,ended,0,71,0,320,0,0,71
bukit_pasir,Bukit Pasir,Time-series (numeric),28/12/2020,3/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor & Kedah,"Muar, Tangkak & Sik",workplace,ended,0,1840,0,2424,0,0,1840
bukit_pauh,Bukit Pauh,Time-series (numeric),14/5/2021,28/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Terengganu, Pahang, Selangor","Dungun, Kuala Nerus, Kuala Terengganu, Marang, Kemaman, Kuantan, Petaling",community,active,0,121,0,1083,0,0,121
bukit_petiti,Bukit Petiti,Time-series (numeric),19/2/2021,17/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu,"Kuala Terengganu, Marang, Dungun, Kuala Nerus, Besut",community,ended,0,77,0,999,0,2,75
bukit_punai,Bukit Punai,Time-series (numeric),16/12/2020,25/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu & Kota Belud,workplace,ended,0,17,0,42,0,0,17
bukit_putra,Bukit Putra,Time-series (numeric),26/2/2021,13/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Gombak, Kuala Selangor",workplace,ended,0,56,0,386,0,0,56
bukit_quoin,Bukit Quoin,Time-series (numeric),17/4/2021,22/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tawau,workplace,ended,0,17,0,18,0,0,17
bukit_rahman,Bukit Rahman,Time-series (numeric),2/2/2021,8/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Kuala Selangor, Petaling, Gombak, Klang",workplace,ended,0,233,0,2898,0,0,233
bukit_rotan,Bukit Rotan,Time-series (numeric),29/4/2021,4/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, Negeri Sembilan","Kuala Selangor, Sabak Bernam, Klang, Petaling, Port Dickson",community,active,0,18,0,45,0,0,18
bukit_sekubong,Bukit Sekubong,Time-series (numeric),12/1/2021,2/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Bintulu & Sebauh,community,ended,0,33,0,330,0,0,33
bukit_sera,Bukit Sera,Time-series (numeric),5/4/2021,7/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,Kuala Muda,community,ended,0,15,0,32,0,0,15
bukit_serdang,Bukit Serdang,Time-series (numeric),1/4/2021,11/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Hulu Langat, Petaling",workplace,ended,0,50,0,203,0,0,50
bukit_tambun,Bukit Tambun,Time-series (numeric),21/3/2021,20/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Seberang Perai Selatan,education,ended,0,16,0,348,0,0,16
bukit_temedak,Bukit Temedak,Time-series (numeric),23/5/2021,25/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Pakan,community,active,0,31,0,88,0,0,31
bukit_tempayan,Bukit Tempayan,Time-series (numeric),20/5/2021,2/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka,Melaka Tengah,workplace,active,0,22,0,74,0,2,20
bukit_tgh,Bukit Tengah,Time-series (numeric),13/2/2021,23/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu,Dungun & Kemaman,workplace,ended,0,43,0,498,0,0,43
bukit_tiram,Bukit Tiram,Time-series (numeric),25/7/2020,25/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor & Selangor,Johor Bahru & Petaling,religious,ended,0,10,0,144,0,0,10
bukit_tunggal,Bukit Tunggal,Time-series (numeric),6/3/2021,17/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Julau,community,ended,0,49,0,155,0,1,48
bulatan_aman,Bulatan Aman,Time-series (numeric),31/3/2021,7/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Sibu,workplace,active,0,228,0,264,0,0,228
buloh,Buloh,Time-series (numeric),27/2/2021,15/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Selangau,community,ended,0,37,0,77,0,1,36
buloh_pasi,Buluh Pasi,Time-series (numeric),12/3/2021,20/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Meradong,community,ended,0,22,0,273,0,0,22
bunga,Bunga (Kapal),Time-series (numeric),31/8/2020,17/9/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor & Negeri Sembilan,Sepang & Port Dickson,import,ended,0,11,0,59,0,0,11
bunga_raya,Bunga Raya,Time-series (numeric),3/5/2021,5/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,"Kuala Muda, Kulim",community,active,0,12,0,33,0,0,12
bunga_tg_bendahara,Bunga Tanjung Bendahara,Time-series (numeric),18/3/2021,4/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah & Melaka,"Kota Setar, Kuala Muda, Kubang Pasu, Melaka Tengah",community,ended,0,98,0,549,0,1,97
